gene_symbol	gene_length
C7orf26	6621
FGFR3P1	601
LYVE1	6682
ATP1B3P1	821
DTX1	10433
GJA10	3887
DTX2	23369
DTX3	14656
FGFR3P5	886
DTX4	8856
RN7SL97P	299
KCTD9P1	1167
FGFR3P6	610
KCTD9P2	1013
KRTAP19-10P	187
RPL5P20	896
TMEM120A	11809
KCTD9P3	1169
TMEM120B	17614
RABIF	3119
RPL5P21	815
KCTD9P4	1166
SHMT1P1	1312
RPL5P22	884
KCTD9P5	1170
TUBB	20118
EIF4ENIF1	21391
LRP10	12789
THSD1	9265
RPL5P23	868
KCTD9P6	950
KRTAP26-1	1192
LRP11	7156
RPL5P24	885
PCCA-AS1	1366
NDFIP2-AS1	431
PROKR1	4287
LRP12	19363
PPIL1P1	499
RPL5P25	775
PROKR2	12520
MC1R	10779
THSD4	31844
RPL5P26	877
OR52B1P	909
GPR199P	2813
RPL5P27	881
RPL5P28	693
RPL5P29	894
OR51Q1	1096
THSD8	2489
TRAV26-1	537
KIAA0586	88479
LNX1-AS1	1819
TRAV26-2	327
RN7SL68P	310
RPS15AP40	391
LNX1-AS2	975
ZNF736P3Y	1465
MYL12-AS1	1779
HMBOX1-IT1	347
TIAL1	20100
PHLDA1-DT	779
RNU6-1250P	107
LRP1B	23634
CHCHD2P1	443
RN7SL39P	297
FAM20A	16505
TLE1	8339
CHCHD2P2	321
CHCHD2P3	451
TLE2	24014
FAM20B	6594
TLE3	69813
CERKL	24908
PPARGC1A	26104
FAM20C	7269
CHCHD2P4	434
ATN1	10807
TLE4	35071
PPARGC1B	25117
CHCHD2P5	400
TLE5	13842
CHCHD2P6	447
TLE6	10995
KDM5A	17667
MTFR1	15587
CHCHD2P7	452
TLE7	1790
CHCHD2P8	447
MTFR2	7244
KDM5B	142519
ZFAT-AS1	939
CHCHD2P9	456
KDM5C	74837
KDM5D	36839
NPEPL1	20717
RPL31P11	1930
HHLA1	8456
RPL31P12	358
HHLA2	17339
SIK1B	5218
SLC25A51P1	871
RPL31P13	370
HHLA3	6592
SLC25A51P2	889
RPL31P14	371
GAPDHP30	953
SLC25A51P3	889
RPL31P15	338
GAPDHP31	1014
HLFP1	499
SLC25A51P4	7591
RPL31P16	356
WDR83OS	1845
GAPDHP32	998
ST3GAL6-AS1	36860
RPL31P17	378
GAPDHP33	1013
GAPDHP34	823
GAPDHP35	976
VTA1P1	866
GAPDHP36	918
VTA1P2	911
GAPDHP37	968
SLBP	7643
GAPDHP38	1002
GAPDHP39	979
RNU6-1324P	107
VWA8P1	176
N4BP2L1	23210
XIST	134144
N4BP2L2	113026
MIR1269A	105
ARPC1A	5099
MIR1269B	75
TIFA	4932
ZNRD1ASP	34394
ARPC1B	23221
RNU1-7P	164
FAM13A-AS1	22558
MKI67	26212
PPME1	17042
MAPRE1P1	797
MAPRE1P2	799
VIL1	11093
SRA1	6804
NFIA-AS1	2435
MAPRE1P3	796
C7orf31	8958
NFIA-AS2	11355
TMEM150A	14065
TMEM150B	5440
ZYX	11405
ATP13A1	26977
C7orf33	1153
TMEM150C	7443
ATP13A2	21618
KRTAP29-1	1026
PRAP1	1331
APBA1	11814
ATP13A3	78967
GNA13P1	588
APBA2	29532
ATP13A4	27012
CYP4A44P	154
APBA3	11453
ATP13A5	8519
MIR5583-1	59
BDP1P	1990
MIR5583-2	59
GPATCH2L	44921
MALT1-AS1	1209
VPS9D1-AS1	2684
RN7SL98P	300
DUSP10	6026
DUSP11	5875
KRTAP19-11P	104
UBE2E4P	547
RPL5P30	891
UCK1	13199
DUSP12	4377
TMEM121B	9025
RPL5P31	635
DUSP13	16445
UCK2	18873
DUSP14	5240
RPL5P32	879
TIMM17BP1	516
DUSP15	11285
RPL5P33	905
SCEL	12230
RPL5P34	891
DUSP16	12026
RPL5P35	816
DUSP18	14857
MC2R	4228
RNU6-1280P	107
DUSP19	7034
TYW1B	5746
ABCA10	36023
RN7SL69P	272
TOE1	6720
TCHH	6985
FAM50A	6132
ZNF736P4Y	1243
FAM50B	3578
ABCA12	16788
TRBV21-1	348
VILL	17490
RPL21P103	488
ABCA13	48394
RPL21P104	478
TRDC	720
NDE1P2	1105
ZAR1L	2687
RPL21P106	478
TIAM1	27006
KRTAP10-1	1215
MSLNL	5188
RPL21P107	460
KRTAP10-2	1515
RPL21P108	481
TCHP	17989
TIAM2	46811
KRTAP10-3	1006
RNU6-1251P	107
RPL21P109	475
GRSF1	17565
KRTAP10-4	1643
ATXN10	12925
KRTAP10-5	1150
KRTAP10-6	1238
ZNF876P	4083
KRTAP10-7	1578
KRTAP10-8	876
ZNRF3-AS1	2170
KRTAP10-9	1739
TRDN	14952
LECT2	3970
FERMT1	11755
KDM6A	184919
KDM6B	15793
FERMT2	31986
ABT1	2943
SOBP	9882
TJAP1	33523
FERMT3	10040
RPL31P20	360
JAKMIP1	17178
JAKMIP2	25234
RNU6-1222P	107
PAPPA-AS1	2450
JAKMIP3	141706
SNED1	34030
TBCAP1	327
PAPPA-AS2	1854
BEX1	795
TBCAP2	326
GAPDHP40	1006
BEX2	3324
BORCS7-ASMT	2670
ZNF847P	1077
TBCAP3	312
GAPDHP41	975
BEX3	3281
AHRR	23254
IGHVIII-76-1	286
GAPDHP42	981
BEX4	2378
SERF1AP1	187
GAPDHP43	1002
BEX5	1906
SPATA6L	22379
RPL31P28	351
DEPTOR	4532
PHOX2A	3232
RCC1	21585
CARMAL	2155
GAPDHP44	1007
AQP1	11411
PHOX2B	3325
RCC2	6853
PTPRA	15979
AQP2	6751
GAPDHP45	349
PTPRB	52425
AQP3	8980
GAPDHP46	994
AQP4	21462
GAPDHP47	999
PTPRC	24892
AQP5	2274
GAPDHP48	961
HAX1P1	865
PTPRD	83147
SHANK1	29804
AQP6	11596
GAPDHP49	961
RNU6-1325P	105
PTPRE	26047
AQP7	20989
SHANK2	69273
PTPRF	50997
SHANK3	45326
AQP8	2601
PTPRG	23925
PTPRH	12317
AQP9	7574
GSN-AS1	4763
ATXN1L	17300
PRKAR2A-AS1	16573
PTPRJ	13301
PTPRK	50172
MRGPRX10P	958
PTPRM	33459
PTPRN	26328
RNU1-8P	165
PTPRO	89916
PKP4-AS1	6843
TIPIN	6105
PTPRQ	25076
TMEM161BP1	1457
SAP30BP	28633
PTPRR	22399
PTPRS	32940
RNU6-20P	107
PTPRT	108415
DEFT1P	496
PTPRU	27270
CXADR	8991
TNFAIP8L1	10607
TMEM151A	2538
MAN1B1-DT	1872
TNFAIP8L2	1158
WDR86-AS1	3810
TMEM151B	6051
TNFAIP8L3	6326
HGFAC	6722
APBB1	32876
ATAD2B	22005
PTGER4P2-CDK2AP2P2	3123
KIF4CP	1279
APBB2	53914
MATN1-AS1	8927
APBB3	28143
THUMPD3-AS1	53451
OC90	1788
KIAA0895	27189
CHD1-DT	4863
ARHGEF19-AS1	439
DUSP21	868
TRBV24-1	381
DUSP22	16946
DUSP23	2220
PSAT1	3617
DUSP26	3856
KRTAP13-1	792
ZNF687-AS1	2643
KRTAP13-2	882
MC3R	1084
GATA6-AS1	16782
DUSP28	7958
OR52B3P	928
KRTAP13-3	704
DUSP29	1135
RNU6-1281P	105
GACAT1	1117
KRTAP13-4	797
GACAT2	896
SLC10A5P1	1306
GACAT3	11011
OR51S1	972
MIR941-1	72
KRTAP3-4P	280
TRAV13-1	360
RPL21P110	446
HSPA5P1	1960
ZNF736P5Y	805
MIR941-2	72
TRAV13-2	410
RPL21P111	477
MIR941-3	72
RPL21P112	463
TMEM225B	2868
MIR941-4	72
ABCA17P	11103
MIR941-5	72
GLYCTK-AS1	1894
PROX1-AS1	45169
TCIM	1829
RPL21P116	483
USP9X	28834
USP9Y	41483
PLEKHA8P1	10987
UBE2Q2L	3310
RPL21P119	480
RNU6-1252P	104
TREH	8245
RNU6-1120P	108
VRK1	117172
ZNF877P	612
AQP4-AS1	28216
VRK2	16785
CAMTA1-AS1	361
VRK3	32500
CAMTA1-AS2	824
PDCD5P1	309
RFC1	19187
AHSG	4396
LNCARSR	10271
PDCD5P2	312
RFC2	12600
RFC3	4379
STARP1	869
RFC4	10998
PABPN1P1	432
KDM7A	17787
PABPN1P2	885
RFC5	9451
RPL31P30	361
PSORS1C1	8826
RNU6-1223P	104
PSORS1C2	868
PMFBP1	20051
PSORS1C3	593
RPL31P33	340
AHSP	1092
PNMA1	2602
GAPDHP50	993
SPATS2L	46838
PNMA2	9027
ENTR1	11745
RPL31P35	377
TRBV21OR9-2	367
GAPDHP51	1000
PNMA3	10467
GAPDHP52	942
GAPDHP53	924
PNMA5	12711
GAPDHP54	893
GAPDHP55	803
NFKBIA	9379
GAPDHP56	988
NFKBIB	7675
GAPDHP57	585
ASAP1-IT2	2031
SNTA1	2211
GAPDHP58	1006
RNU6-1326P	107
NFKBID	12718
GAPDHP59	267
CALB1	14607
RNU6-50P	103
HSPBAP1	8551
NFKBIE	6387
CALB2	4427
GABRG3-AS1	4688
RSL24D1P11	491
SUB1	15677
ATXN2L	48443
TRMT10BP1	943
IGHD4OR15-4A	19
TDH-AS1	1099
IGHD4OR15-4B	19
MRGPRX11P	961
SCG2	3567
SCG3	6219
SULT1C2P1	2334
SCG5	7922
OR52H2P	902
SULT1C2P2	294
RABL3	17761
CENPBD1P1	12656
RNU6-21P	107
NHEG1	2706
RABL6	27692
C10orf53	9894
C7orf50	10445
UFL1	4684
C10orf55	2513
GPRACR	3258
CECR2	46175
ATAD3A	14030
CECR3	1915
ATAD3B	17540
KRTAP16-1	1610
ATAD3C	4895
NFKBIZ	17002
ZGRF1	37697
OR52E3P	936
C7orf57	10459
RPL10	17001
CECR7	6453
RPL11	5518
RPL12	4616
CECR9	199
RPL13	15896
FAM81A	11176
RPL14	18958
HSPA8P1	1833
SOD1	4092
RPL15	20015
FAM81B	6995
TCEA1P1	880
TMEM255A	13877
TMEM255B	8712
HSPA8P3	780
TCEA1P2	906
SOD2	30545
RPL17	15706
HSPA8P4	1920
TCEA1P3	880
SOD3	2259
RPL18	16815
HSPA8P5	2069
TCEA1P4	844
RPL19	16175
HSPA8P6	1552
PI4KAP1	17282
ACSM2A	25414
HSPA8P7	1948
PI4KAP2	27562
ACSM2B	26831
HSPA8P8	1942
SCGN	3574
MC4R	1714
HSPA8P9	1943
MYCLP1	1075
RNU6-1282P	96
LRRFIP2P1	1063
MYCLP2	967
RNU6-1150P	99
OR51T1	2049
URI1	13217
CFAP20DC-AS1	10272
RPL21P120	502
ZNF736P6Y	1213
RPL21P121	465
RIC1	28705
RPL21P123	407
RIC3	24039
CCR12P	5622
UCMA	1633
DDX39B-AS1	970
RPL21P126	478
RPL21P127	477
FAM47E-STBD1	10898
RPL30P10	337
RPL21P129	478
SIN3A	27325
RPL30P11	1007
SIN3B	22413
RPL30P12	353
RNU6-1121P	109
RPL30P13	348
RPL30P14	348
RPL30P15	321
TOR1AIP1	18915
RPL30P16	429
TOR1AIP2	28626
CDIN1	37514
POLR2CP1	765
KDELR1	5102
KDELR2	7260
KDELR3	3595
OR11G2	8199
RPL31P40	373
RPL31P41	372
RNU6-80P	107
ENKUR	10479
RNU6-1224P	99
VASH1-AS1	2555
SSTR1	4390
RPL31P44	377
ZNF849P	1566
SSTR2	8215
ULK1	12884
RPL31P45	356
GAPDHP60	995
SSTR3	6037
ULK2	20677
GAPDHP61	1005
SSTR4	3926
ULK3	33478
GAPDHP62	990
RPL31P47	241
SSTR5	5318
GAPDHP63	1007
NINJ1	5446
SRD5A2P1	244
RCE1	9850
ULK4	12207
NINJ2	4710
RPL31P49	375
GAPDHP64	1003
FCAMR	10234
GAPDHP65	1006
GAPDHP66	967
GAPDHP67	788
GAPDHP68	1008
SNTB1	18034
SPHK1	14767
SNTB2	13179
GAPDHP69	1008
RNU6-1327P	105
SPHK2	24121
RRM2P2	652
CTHRC1	3569
ZFAND2A-DT	12750
RRM2P3	1163
INPPL1	17791
MIR3622A	83
RRM2P4	562
ATXN3L	1407
NEURL1	6403
MIR3622B	95
NEURL2	1689
NEURL3	5884
CDCP1	7942
MRGPRX12P	979
NEURL4	31532
CDCP2	4346
KRTAP19-1	662
KRTAP19-2	394
KRTAP19-3	552
KRTAP19-4	342
B3GALNT1P1	975
KRTAP19-5	485
RPS20P1	354
KRTAP19-6	330
RNU6-22P	107
FAAH2	2887
KRTAP19-7	440
RPS20P2	389
C10orf62	1214
MRPS18BP1	192
KRTAP19-8	318
SEPTIN2P1	180
MRPS18BP2	759
UFM1	6015
RPS20P4	355
CALCA	5704
C7orf61	1561
RPS20P5	360
CALCB	5399
OPN1MW2	2552
C10orf67	14236
OPN1MW3	1998
AKT1	57852
AKT2	52976
RPS20P9	367
RRAD	4510
NXF2B	5185
AKT3	56505
AFTPH-DT	1907
RPL21	6183
RBBP4	23242
RNU6-1180P	107
RBBP5	9024
RPL22	7564
RPL23	12546
RBBP6	37893
BMP2KL	1225
RBBP7	15983
RPL24	4934
ZNF512B	5982
RBBP8	22306
DDX11-AS1	7984
ZBTB10	34962
RBBP9	5594
RPL26	7576
ZBTB11	28682
RPL27	5652
ZBTB12	1963
UCN2	1498
TRBV11-1	364
RPL28	17141
UCN3	1243
TRBV11-2	408
CALCP	212
ELF3-AS1	5796
CALM1P1	433
ZBTB14	17852
RPL29	7050
TRBV11-3	392
CALM1P2	448
SUCO	29299
CALCR	12173
ZBTB16	70175
ZBTB46-AS1	533
MC5R	3042
ZBTB17	17026
OR52B5P	6841
RNU6-1283P	105
ZBTB18	7591
RRAS	1620
RNU6-1151P	107
WFS1	34436
FAM53A	11308
ZNF736P7Y	820
RPL21P131	483
SLF1	11457
FAM53B	10884
TUFM	4085
PLA2G4E-AS1	2499
SLF2	21854
RPL21P132	462
FAM53C	13191
RPL21P133	476
RPL21P134	483
OR52Q1P	682
RPL21P135	791
PIGBOS1	2116
RPL21P136	396
TOPBP1	17317
DSTNP1	465
DSTNP2	1620
RNU6-1254P	104
DSTNP3	391
RNU6-1122P	107
TSNAXIP1	23577
DSTNP4	474
ARHGEF26-AS1	30854
DSTNP5	523
PPFIA2-AS1	8829
FAM24A	687
FAM24B	2705
RIDA	4522
OR11H1	948
LRP5L	12056
OR11H2	2033
RPL31P50	296
IFNW1	1201
OR11H4	2667
RNU6-81P	104
RPL31P52	367
RNU6-1225P	65
RPL31P53	348
OR11H6	993
RPL31P54	370
OBSL1	36055
ARL14EPP1	775
OR11H7	945
GAPDHP70	1045
RPL31P56	368
GAPDHP71	1003
RPL31P57	375
GAPDHP72	4753
RPL31P58	379
GAPDHP73	1007
RPL31P59	332
GAPDHP74	1407
GAPDHP75	943
GAPDHP76	976
OR52K3P	13362
GAPDHP77	885
GTF2IP11	420
CKAP2LP1	2185
RNU6-1328P	106
GTF2IP12	23393
ARHGAP31-AS1	624
HDAC11-AS1	515
CALD1	40416
RPS23P1	432
GUSBP10	665
GTF2IP13	11061
GUSBP11	24699
RPS23P2	415
GTF2IP14	586
METTL1	6031
PTPDC1	19511
RPS23P3	430
GUSBP12	720
TIMM9	6865
RPS23P4	423
GUSBP13	633
TMEM183A	6028
METTL3	20071
RPS23P5	428
GUSBP14	497
METTL4	16022
STRADA	72907
RPS23P6	431
RPL3P10	1164
GUSBP15	418
RPS23P7	444
STRADB	9327
RPL3P11	1146
MRGPRX13P	681
GUSBP16	640
METTL5	8600
RAB40AL	1029
RPS23P8	330
RPL3P12	1208
GUSBP17	423
METTL6	13295
RPS23P9	438
RPL3P13	216
METTL8	33275
ATRN	12572
METTL9	14229
RNF113A	1259
RNF113B	1380
SPEM1	1018
FAR1-IT1	368
SPEM2	2937
RNU6-23P	107
C10orf71	5542
TUG1	79292
SPEM3	4164
TMEM123-DT	692
MIR133A1	88
MORC1	6803
GPR1-AS	4191
MORC2	34207
MIR133A2	102
MIR3663HG	7832
IL15RA	23508
MORC3	16404
ARPC5L	5709
MORC4	9593
NPEPPS	84766
ATRX	68297
TCL6	30742
MTURN	12764
C7orf77	548
RPL30	8146
OR51B3P	913
RBM12B	42795
UNC5C-AS1	3329
RPL31	10353
RNU6-1181P	106
RPL32	8389
SLC25A47P1	414
MAB21L1	2901
NDFIP1	8869
RPL34	6293
FAM83A	18803
MAB21L2	2543
NDFIP2	18608
RPL35	3411
FAM83B	6244
ZBTB20	83915
MAB21L3	19482
ZBTB21	27968
RPL36	4626
ZNF542P	18560
FAM83C	3169
MAB21L4	7420
FAM83D	4845
RPL37	10128
ZBTB22	5886
C2orf49-DT	3449
FAM83E	5744
RPL38	6076
FAM83F	18039
OR52T1P	939
RPL39	2710
ZBTB24	5501
FAM83G	12974
ZBTB25	14464
FAM83H	15374
ZBTB26	6502
SCIN	19334
RNU6-1284P	100
RSF1-IT1	632
RNU6-1152P	107
AREL1	47675
RSF1-IT2	566
RNU6-1020P	107
OR51V1	948
NFKB1	28332
NFKB2	20544
ZNF736P8Y	669
BHLHE40-AS1	13267
SULT1D1P	882
AMMECR1LP1	841
ROCR	8687
RNU6-1255P	112
SNHG1	126531
RNU6-1123P	106
RPL3L	3277
SNHG3	5000
FLJ46284	8606
SNHG4	7863
FAM25A	357
SNHG5	114604
CDIP1	17215
TEDC1	26350
SNHG6	5221
FAM25C	352
TEDC2	15738
GJA6P	1042
SNHG7	12252
YME1L1P1	297
SNHG8	21433
FAM25E	511
SNHG9	806
OR52N3P	934
FAM25G	726
OR51K1P	950
RPL31P60	367
TRHR	5109
RPL31P61	376
RNU6-82P	107
RNU6-1226P	107
IL18R1	13966
RPL31P63	375
RPS26P2	348
RPS26P3	348
RPS26P4	355
RPS26P5	335
SFI1	47572
RPS26P6	348
TEAD1	25640
MTUS1	59672
TEAD2	14516
RPS26P8	348
MTUS2	12006
PCDH11X	53085
TEAD3	7391
PCDH11Y	28253
TEAD4	7900
LTO1P1	395
OR51H2P	3952
GTF2IP20	7802
GTF2IP22	182
RNU6-1329P	107
RNU6-53P	106
GTF2IP23	351
TMEM184A	20312
TMEM184B	21866
TMEM184C	7104
RFFL	26605
DENND3-AS1	6486
PCGF7P	1051
RNU6-24P	107
C10orf82	5280
NHEJ1	16390
CDIPT	13996
ACTRT1P1	1123
SUGT1-DT	975
MYCBP2-AS1	6518
MYCBP2-AS2	428
DAP-DT	619
CGRRF1	14258
MIR17	84
POLR2LP1	187
ERVK3-1	9166
C10orf88	6918
ECT2L	9824
RETSAT	10761
RPL41	2864
DSCR4	2674
RNU6-1050P	107
EPSTI1	15466
KRTAP2-5P	396
PRELID3BP1	540
DSCR8	4039
PRELID3BP2	201
UCP1	1621
TMEM126A	3964
DSCR9	4222
ZBTB32	7245
RBBP8NL	2799
PRELID3BP3	545
UCP2	9182
TMEM126B	9812
DNAJB5-DT	749
ZBTB33	10464
UCP3	4798
PRELID3BP4	571
BMPR2	22508
ZBTB34	13092
PRELID3BP5	460
RPS15A	14172
PRELID3BP6	571
TMEFF1	2575
DCSTAMP	7375
PRELID3BP7	469
TMEFF2	9283
ZBTB37	25088
PRELID3BP8	295
RNU6-1285P	105
ZBTB38	48598
RNU6-1153P	105
ZBTB39	6268
RNU6-1021P	107
CLCNKA	12080
CLCNKB	35828
UBXN1	17472
ZNF736P9Y	3528
TMEM229A	2147
TMEM229B	23417
SLC7A15P	1363
RIF1	63370
DAZAP2P1	503
UBXN4	10814
UBXN6	15075
OR14I1	1007
OR51N1P	952
UBXN7	16522
USF1P1	526
UBXN8	10029
BZW1	16913
RPS29P1	159
BZW2	17925
RNU6-1256P	103
RPS29P2	136
RNU6-1124P	107
RPS29P3	171
IGHVII-74-1	241
RPS29P4	161
GRAP2	9146
SPATA5L1	9458
TLK1	28787
RPS29P5	171
TLK2	100697
TRIL	4973
CARD6	5132
RPS29P6	145
RPS29P7	171
ADORA1	16293
CARD8	68721
SINHCAF	14584
RPS29P8	171
TRIO	58510
CARD9	17076
RPS29P9	171
ADORA3	4652
ATP5PFP1	322
H3-3A-DT	1754
MAPKAPK5-AS1	14246
IRF5P1	2164
TRIR	4421
RNU6-83P	112
RNU6-1227P	107
BCS1L	21365
ANO1-AS1	646
MPRIP	53071
ZNF790-AS1	15853
DYNC2H1	49230
AZGP1P1	4220
CHI3L1	6303
AZGP1P2	345
CHI3L2	15709
RNF144A	9548
RNF144B	5489
PPP1R12A-AS1	3234
RNU6-54P	107
PPP1R12A-AS2	354
MIR1244-1	85
PYROXD1	14323
COL6A4P1	8431
MIR1244-2	85
RPS10P2	494
SERPINA13P	2903
MIR1244-3	85
PYROXD2	6078
COL6A4P2	5521
MIR1244-4	85
RPS10P3	494
TMEM185A	14745
GRAPL	3849
TMEM185B	5922
RPS10P5	531
CCRL2	8064
RPS10P7	4193
NAT10	12232
RPS10P9	458
PSMD4P1	1109
TCF7L1-IT1	458
NAT14	4052
MIR21	72
C10orf90	17179
RNU6-1080P	107
H1-0	2204
MIR22	85
RNU6-25P	107
NAT16	6340
H1-1	756
H1-2	731
LEUTX	1491
MIR25	84
H1-3	776
C10orf95	1469
PLAC1	3330
TCN1	3684
H1-4	787
TCN2	9845
H1-5	797
MIR28	86
H1-6	724
PLAC4	17948
H1-7	1300
C10orf99	1311
ERI3-IT1	619
H1-8	2093
OR52E7P	933
TXLNGY	32137
ISCA2P1	448
MIR6862-1	70
RNU6-1183P	60
POMPP1	417
PLAC8	6291
MIR6862-2	70
RNF10	21542
PLAC9	2209
RNU6-1051P	102
CHMP1B2P	8036
RNF11	4621
RNF13	17253
FAM85B	792
ZBTB40	29916
RNF14	26742
ZBTB41	12374
LYST-AS1	521
ZBTB42	5023
ZBTB43	18389
RNF17	13755
ZBTB44	42384
CDPF1P1	1434
ZBTB45	7808
CBLIF	5242
ZBTB46	16063
ZBTB47	13448
THAP1	5040
THAP2	6265
RNU6-1286P	107
ZBTB48	11440
MIR6769A	73
RNU6-1154P	104
ZBTB49	9303
THAP3	8242
RNU6-1022P	104
MIR6769B	62
THAP4	4842
SUFU	10259
URM1	7919
THAP5	9301
PCA3	36039
THAP6	16037
THAP7	10734
THAP8	3842
WARS2-IT1	2060
THAP9	9812
SRGN	2019
OR14J1	7560
RNU6-1257P	110
GNPAT	9291
IPO11	20328
TM4SF19-AS1	2615
RNU6-1125P	107
PHACTR2P1	2187
IPO13	7645
YWHAH-AS1	16347
TLL1	19969
TLL2	10168
FAM27B	213
FAM27C	46176
SLC9A9-AS1	518
BCAR3-AS1	3029
MPC1-DT	1636
SLC9A9-AS2	327
CLIP1-AS1	2192
TNNI3K	7366
TMF1P1	373
RNU6-1228P	107
RNU6-84P	102
AKAP10	11370
CCP110	24720
AKAP11	9915
MOXD1	8698
RPS13P2	455
RPS13P3	450
AKAP12	28101
PRYP1	445
AKAP13	58912
DYNC2I1	13237
RPS13P4	457
PRYP2	492
DYNC2I2	5861
RPS13P5	267
AKAP14	3123
PRYP3	1063
PRYP4	444
PRYP5	266
TIMP1	3426
HGSNAT	15751
PRYP6	343
TIMP2	16234
TIMP3	4597
FLJ16779	7638
PSMD7P1	546
CDKN1A	11156
RTRAF	11060
CDKN1B	18703
TIMP4	1194
CDKN1C	9129
DUT-AS1	5571
RNU6-55P	107
DENND5B-AS1	1670
NUTM2B-AS1	38963
SLC6A14P1	957
FAM218BP	458
SLC6A14P2	301
RXFP1	29059
SLC6A14P3	462
RXFP2	6067
RBBP8P1	1844
RXFP3	2533
RXFP4	1450
PSPC1-AS2	376
KRT222	7073
RPLP0P1	361
AUTS2	69725
RPLP0P2	6821
HNRNPCL1	1134
MIR31	71
TM4SF19-DYNLT2B	964
RNU6-1081P	107
HNRNPCL2	1156
MIR32	70
RPLP0P6	954
RNU6-26P	107
HNRNPCL3	3618
RPLP0P7	667
HNRNPCL4	1718
UNC119B	5762
SLC25A34-AS1	642
RBM14-RBM4	4952
APPBP2-DT	4924
GAS6-DT	5645
RIOK3P1	1528
MORF4	971
RAF1P1	1696
RBM15B	6624
RNU6-1184P	108
MTCO2P1	477
RNF20	6915
RNU6-1052P	104
MTCO2P2	225
MTCO2P3	421
CERS1	7369
LARP1B	31812
MTCO2P4	247
RNF24	19058
GPR176-DT	7541
CERS2	17983
MTCO2P5	426
RUVBL1-AS1	588
CERS3	14679
RNF25	5577
MTCO2P6	685
RABGAP1L-AS1	1299
ZC4H2	14714
PRPS1	18687
CERS4	17172
RNF26	2783
MTCO2P7	666
PRPS2	6055
CERS5	30886
MTCO2P8	658
CERS6	13655
MTCO2P9	694
TGIF2-RAB5IF	918
CYSRT1	2058
UGT2B24P	1597
HAR1A	1882
RNU6-1287P	107
HAR1B	10323
RNU6-1155P	107
RNU6-1023P	106
HMOX1	8343
VN1R1	2351
VN1R2	1586
HMOX2	22321
BIVM-ERCC5	12173
VN1R3	919
GTF2A1	10083
STAMBPL1	11381
VN1R4	1048
OR3A1	2616
GTF2A2	7001
PRMT1	17375
OR3A2	5263
RAB9BP1	626
VN1R5	1239
PRMT2	24848
OR3A3	4766
SCLY	28305
PRMT3	12190
OR14K1	945
PRMT5	25140
MELTF-AS1	2495
PRMT6	6244
LARGE-IT1	558
PRMT7	129587
RNU6-1258P	111
PRMT8	12097
RNU6-1126P	107
PRMT9	8548
RPS16P2	440
RPS16P3	295
SIK1	7081
RPL37AP1	279
RPS16P5	404
SIK2	10166
PMPCA	15480
SIK3	35920
PMPCB	14521
RPS16P8	431
RPS16P9	427
PFAS	17148
OR11L1	969
ASTN1	19878
ASTN2	27232
KRTAP10-13P	571
RPL37AP8	276
RNU6-1229P	107
RNU6-85P	107
GPS2P1	986
MIX23	4159
GPS2P2	888
NTM-IT	373
EFNA1	6086
EFNA2	2424
WDHD1	13553
EFNA3	3356
BTG3P1	716
EFNA4	3402
SYNDIG1L	5617
EFNA5	7895
ANKRD10-IT1	800
CDKN2A	10611
SNTG1	54536
CDKN2B	7020
SNTG2	10022
CDKN2C	5975
CDKN2D	2511
RNU6-56P	93
MBD3L2B	1615
SERPINA15P	266
FAM183BP	1595
LCORL	60064
RASSF3-DT	254
KU-MEL-3	1216
AP3M1	8221
AP3M2	22172
RNU6-1082P	107
RNU6-27P	107
PTPRJ-AS1	301
EFHC1	85865
FGD5-AS1	25775
KDM5DP1	298
EFHC2	4741
PRSS1	5512
TCP1	17126
PRSS2	3661
PRSS3	4532
ATP5POP1	636
FAM189A1	7420
BBS10	3568
PRSS8	6273
FAM189A2	24547
BBS12	7528
RNU6-1053P	101
ATP6V1B1-AS1	2072
RNF31	26197
RNF32	16975
FAM87A	17773
FAM87B	1947
CERT1	75202
RNF34	13361
AZU1	2620
OR6A2	4295
EZH2P1	291
MRPS18A	2751
MRPS18B	4929
C13orf42	6443
RNF38	34716
MRPS18C	7578
DCBLD1	13397
SLED1	1131
RNF39	4054
ATP1A1-AS1	33796
DCBLD2	18595
UGT2B25P	1586
ABHD12B	11698
RNU6-1288P	104
STEAP3-AS1	5806
RPS19P1	434
C13orf46	4244
RNU6-1156P	100
RNU6-1024P	107
RPS19P3	441
TOM1	24079
RPL7A	7759
GTF2H2B	6305
RPS19P6	433
GTF2H2C	19355
RPS19P7	396
QRICH1	16551
CYP4A22-AS1	921
QRICH2	21733
ALS2CL	37754
OXER1	1781
MESTIT1	8180
INSYN2A	12320
INSYN2B	6310
RNU6-1127P	107
SPACA1	3359
BTF3L4	11062
MAP3K7CL	21259
ERVK-28	1165
SPACA3	3542
ZKSCAN7P1	673
TLN1	13838
MIR3659HG	1166
WIZP1	2299
COBLL1	55408
SPACA4	973
TLN2	40961
PCCA	24445
SIL1	12158
PCCB	33028
SPACA5	2031
PDE2A-AS1	562
SPACA6	12147
PDE2A-AS2	664
SPACA7	2729
UROD	26367
SPACA9	5672
PLCXD2-AS1	491
RNU6-86P	107
EFNB1	3303
ARHGAP11A-SCG5	5980
EFNB2	8831
ANKAR	24667
EFNB3	3216
SPATA2P1	2055
VEZTP1	2299
DUOX1	28181
DUOX2	20284
PPDPF	2305
